,,,no. thrown,usage,hb mean,hb std,ivb mean,ivb std,strike perc.,whiff perc.,BAA,SLGA,wOBAA,ISOA,BABIPA,dWE,dRE
2018,ST,away,,,,,,,,,,,,,,,
2019,SI,home,62.0,7.598039215686274,-12.35225806451613,2.299215418108604,6.6251612903225805,1.661083728740617,41.935483870967744,4.838709677419355,0.375,0.8125,0.5058823529411764,0.6875,0.3333333333333333,-27.200000000000003,425.3
2019,SI,away,121.0,12.551867219917012,-14.52297520661157,2.0161227825656267,6.488925619834711,2.400708159985609,35.53719008264463,3.3057851239669422,0.3333333333333333,0.41025641025641024,0.38437499999999997,0.15384615384615385,0.325,-33.199999999999996,261.79999999999995
2019,KC,home,,,,,,,,,,,,,,,
2019,KC,away,,,,,,,,,,,,,,,
2019,FF,home,360.0,44.11764705882353,-5.757666666666667,2.2562836059118117,11.236999999999998,1.883370386074407,43.611111111111114,5.555555555555555,0.34523809523809523,0.6666666666666666,0.44166666666666665,0.4642857142857143,0.27848101265822783,-75.9,961.7999999999998
2019,FF,away,364.0,37.75933609958506,-7.098461538461539,2.132714574390326,14.635714285714284,1.9586860400640813,43.956043956043956,4.395604395604396,0.2537313432835821,0.3880597014925373,0.3047945205479452,0.208955223880597,0.23076923076923078,16.2,-554.1
2019,FC,home,264.0,32.35294117647059,2.5154545454545456,1.6876353577084195,4.2645454545454555,1.5350319171011344,46.96969696969697,12.5,0.3,0.6428571428571429,0.42105263157894735,0.4857142857142857,0.234375,-84.1,660.6999999999998
2019,FC,away,296.0,30.70539419087137,2.691486486486487,2.0405683372040784,6.017837837837837,2.3838520431110655,49.66216216216216,15.202702702702704,0.2054794520547945,0.3698630136986301,0.3086206896551724,0.2465753424657534,0.16901408450704225,-20.400000000000002,-50.09999999999999
2019,CH,home,82.0,10.049019607843137,-8.410243902439026,2.3619352682455363,6.504878048780489,2.443512066577981,41.46341463414634,14.634146341463415,0.4,0.9,0.5476190476190477,0.7,0.3333333333333333,-31.900000000000002,268.49999999999994
2019,CH,away,133.0,13.796680497925312,-11.193383458646617,1.9350745374485931,7.393082706766918,2.229480229020347,35.338345864661655,14.285714285714286,0.3103448275862069,0.7586206896551724,0.4727272727272727,0.6551724137931034,0.23076923076923078,-47.9,291.49999999999994
2019,CU,home,48.0,5.882352941176471,1.945,1.774536199519259,1.155,2.2319402874648127,45.833333333333336,27.083333333333332,0.4,0.5,0.395,0.2,0.4,-5.4,87.60000000000002
2019,CU,away,49.0,5.08298755186722,2.4220408163265303,1.272243719431404,-0.19836734693877542,2.0509340828619766,53.06122448979592,8.16326530612245,0.375,0.875,0.51875,0.75,0.2857142857142857,-12.900000000000004,110.6
2019,ST,home,,,,,,,,,,,,,,,
2019,ST,away,,,,,,,,,,,,,,,
2020,SI,home,53.0,8.922558922558922,-13.014339622641511,1.7373028492840918,6.538867924528301,2.0172884126750237,30.18867924528302,5.660377358490566,0.42857142857142855,0.9285714285714286,0.6083333333333333,0.7142857142857143,0.3333333333333333,-28.500000000000004,319.4
2020,SI,away,84.0,15.849056603773585,-15.471428571428573,1.7668549028849359,6.94142857142857,1.9527473034115466,47.61904761904762,5.9523809523809526,0.22727272727272727,0.4090909090909091,0.2891304347826087,0.2727272727272727,0.19047619047619047,13.4,-184.4
2020,KC,home,107.0,18.013468013468014,2.5143925233644864,1.8533514658025954,-6.229906542056076,1.4631276239663447,40.18691588785047,7.4766355140186915,0.24242424242424243,0.2727272727272727,0.2736111111111111,0.06060606060606061,0.24242424242424243,18.6,-102.40000000000005
2020,KC,away,105.0,19.81132075471698,5.7451428571428576,1.8766521512265657,-8.874285714285714,1.8429026316900492,45.714285714285715,10.476190476190476,0.25925925925925924,0.3333333333333333,0.2896551724137931,0.14814814814814814,0.25925925925925924,27.900000000000002,-67.5
2020,FF,home,138.0,23.232323232323232,-6.823478260869565,1.9830271234949517,12.992173913043478,1.5070896878413425,40.57971014492754,2.1739130434782608,0.36,0.48,0.37857142857142856,0.16,0.32,-50.3,67.79999999999998
2020,FF,away,98.0,18.49056603773585,-7.670204081632653,2.200356568851117,15.413877551020407,1.9357183235560491,37.755102040816325,5.1020408163265305,0.18181818181818182,0.36363636363636365,0.36666666666666664,0.36363636363636365,0.18181818181818182,-19.6,66.79999999999998
2020,FC,home,141.0,23.737373737373737,1.6978723404255323,1.5360760809425322,4.488510638297873,1.510691864284239,48.93617021276596,14.893617021276595,0.2727272727272727,0.5151515151515151,0.3542857142857143,0.36363636363636365,0.22580645161290322,-5.900000000000001,49.399999999999956
2020,FC,away,124.0,23.39622641509434,2.0303225806451612,1.5036032253634493,4.565806451612903,1.6976670250930008,44.354838709677416,14.516129032258064,0.2413793103448276,0.5172413793103449,0.38857142857142857,0.41379310344827586,0.18518518518518517,-28.6,119.50000000000006
2020,CH,home,155.0,26.094276094276093,-9.946064516129033,1.925833095752007,4.14425806451613,1.7271100207801895,38.70967741935484,9.67741935483871,0.2916666666666667,0.375,0.31960784313725493,0.16666666666666666,0.2916666666666667,37.8,-309.1
2020,CH,away,119.0,22.452830188679247,-12.43764705882353,1.794336053914336,5.862857142857145,2.7570043749487745,43.69747899159664,10.084033613445378,0.3333333333333333,0.4666666666666667,0.3897058823529412,0.2,0.3103448275862069,8.8,121.9
2020,CU,home,,,,,,,,,,,,,,,
2020,CU,away,,,,,,,,,,,,,,,
2020,ST,home,,,,,,,,,,,,,,,
2020,ST,away,,,,,,,,,,,,,,,
2021,SI,home,121.0,12.927350427350428,-11.39404958677686,1.816514326263534,6.255867768595041,1.9098445265786634,37.1900826446281,2.479338842975207,0.4166666666666667,0.6388888888888888,0.4800000000000001,0.3333333333333333,0.38235294117647056,-17.200000000000003,414.59999999999997
2021,SI,away,163.0,17.157894736842106,-13.088834355828224,2.472194105367712,6.416687116564417,2.3181721873900023,38.03680981595092,3.6809815950920246,0.34,0.64,0.4445454545454545,0.44,0.2826086956521739,-24.2,487.1
2021,KC,home,193.0,20.61965811965812,3.810777202072539,1.924478261844202,-8.069222797927463,1.4301106881325238,48.704663212435236,19.689119170984455,0.20634920634920634,0.3968253968253968,0.3036231884057971,0.2857142857142857,0.16666666666666666,25.1,295.0
2021,KC,away,182.0,19.157894736842106,7.428791208791209,2.278645926868144,-10.831648351648349,1.5979989308014482,45.604395604395606,17.032967032967033,0.09803921568627451,0.09803921568627451,0.13636363636363638,0.0,0.09803921568627451,89.1,-639.0
2021,FF,home,252.0,26.923076923076923,-5.688571428571429,2.121958696116643,11.539523809523809,1.8817961484844123,48.41269841269841,5.158730158730159,0.2830188679245283,0.4716981132075472,0.3383333333333333,0.3018867924528302,0.2549019607843137,8.300000000000004,-132.80000000000004
2021,FF,away,228.0,24.0,-6.883684210526316,2.320590940673219,14.223684210526315,2.47831840926931,45.6140350877193,4.385964912280702,0.2830188679245283,0.4339622641509434,0.3491525423728814,0.22641509433962265,0.2549019607843137,1.8000000000000043,-91.30000000000005
2021,FC,home,221.0,23.61111111111111,2.2007239819004525,1.5812444526139071,4.632760180995475,1.4906271045948059,47.51131221719457,9.049773755656108,0.25925925925925924,0.42592592592592593,0.30948275862068964,0.25925925925925924,0.22641509433962265,0.9999999999999981,-7.100000000000017
2021,FC,away,209.0,22.0,2.8466985645933014,1.8001135407694127,4.7879425837320575,2.110865680180633,44.97607655502392,10.047846889952153,0.32558139534883723,0.627906976744186,0.4229166666666666,0.46511627906976744,0.275,-27.200000000000003,324.70000000000005
2021,CH,home,149.0,15.918803418803419,-9.253691275167785,2.0248017417105744,6.6813422818791945,2.135549381091091,44.966442953020135,6.040268456375839,0.4375,0.75,0.5228571428571429,0.5,0.4,-40.099999999999994,405.40000000000003
2021,CH,away,168.0,17.68421052631579,-12.332857142857144,2.3925766289875474,7.937142857142858,3.5768184341962566,39.88095238095238,6.5476190476190474,0.3548387096774194,0.45161290322580644,0.40694444444444444,0.1935483870967742,0.3548387096774194,2.6000000000000063,84.1
2021,CU,home,,,,,,,,,,,,,,,
2021,CU,away,,,,,,,,,,,,,,,
2021,ST,home,,,,,,,,,,,,,,,
2021,ST,away,,,,,,,,,,,,,,,
2022,SI,home,278.0,20.2476329206118,-11.327482014388488,1.9603319152854966,5.8717985611510795,1.8337160202796978,37.76978417266187,3.597122302158273,0.31666666666666665,0.5166666666666667,0.40405405405405403,0.35,0.3114754098360656,-37.0,443.4000000000001
2022,SI,away,349.0,23.806275579809004,-14.152091690544413,2.3752646392583743,6.733065902578797,2.6899649719358933,46.41833810888252,5.157593123209169,0.3176470588235294,0.4823529411764706,0.38085106382978723,0.2823529411764706,0.30120481927710846,50.30000000000001,-42.89999999999989
2022,KC,home,252.0,18.353969410050983,3.172857142857143,2.1421320344034123,-5.893809523809523,1.8481009342500394,40.07936507936508,16.666666666666668,0.16455696202531644,0.3291139240506329,0.2571428571428571,0.24050632911392406,0.12658227848101267,38.2,-123.59999999999998
2022,KC,away,264.0,18.00818553888131,5.3100000000000005,2.1944464990658483,-7.962727272727272,2.0593339729215936,43.18181818181818,14.393939393939394,0.2465753424657534,0.3150684931506849,0.29878048780487804,0.1095890410958904,0.2361111111111111,11.699999999999989,537.9
2022,FF,home,323.0,23.525127458120902,-5.2172136222910215,2.1313690029871886,11.754427244582045,2.096139878043388,44.27244582043344,9.287925696594428,0.3888888888888889,0.6944444444444444,0.4792682926829268,0.4722222222222222,0.34285714285714286,-112.79999999999998,638.5000000000002
2022,FF,away,340.0,23.192360163710777,-6.565764705882352,2.218589137623843,15.003529411764706,2.1494699660208356,46.470588235294116,7.0588235294117645,0.20512820512820512,0.3333333333333333,0.2632183908045977,0.19230769230769232,0.18181818181818182,88.2,-683.2
2022,FC,home,307.0,22.359796067006556,1.3884039087947884,1.7874233087577642,4.235179153094463,1.7048804082284985,47.88273615635179,11.400651465798045,0.2839506172839506,0.49382716049382713,0.3523255813953488,0.345679012345679,0.2564102564102564,22.7,153.59999999999997
2022,FC,away,333.0,22.714870395634378,1.456936936936937,1.882407196768225,4.659099099099099,1.5537860191036075,52.852852852852855,12.912912912912914,0.22033898305084745,0.3728813559322034,0.3135714285714286,0.23728813559322035,0.1896551724137931,-40.900000000000006,-224.9
2022,CH,home,213.0,15.51347414420976,-9.294647887323942,1.8963071095510147,6.410704225352113,2.028077901222105,35.2112676056338,6.103286384976526,0.43636363636363634,0.6909090909090909,0.5024590163934426,0.45454545454545453,0.41818181818181815,-120.6,765.7999999999998
2022,CH,away,180.0,12.278308321964529,-12.956666666666665,2.3817438801463364,8.156666666666666,2.670974128159254,25.555555555555557,5.555555555555555,0.3333333333333333,0.4444444444444444,0.38125,0.16666666666666666,0.3142857142857143,-20.799999999999997,319.29999999999995
2022,CU,home,,,,,,,,,,,,,,,
2022,CU,away,,,,,,,,,,,,,,,
2022,ST,home,,,,,,,,,,,,,,,
2022,ST,away,,,,,,,,,,,,,,,
2023,SI,home,389.0,29.425113464447808,-12.104884318766064,2.016972774909888,6.794344473007712,1.9508699868968167,44.473007712082264,5.141388174807198,0.3786407766990291,0.5242718446601942,0.4267241379310345,0.22330097087378642,0.36,-93.1,580.3
2023,SI,away,289.0,26.465201465201464,-15.117923875432526,1.9167017699007023,6.8719723183391,2.3607888981129355,38.062283737024224,2.7681660899653977,0.325,0.5625,0.41292134831460675,0.3625,0.2894736842105263,-52.19999999999999,372.7
2023,KC,home,255.0,19.28895612708018,1.7388235294117649,1.73144612884201,-4.665411764705883,1.604452627937054,41.1764705882353,19.607843137254903,0.2375,0.3875,0.29606741573033707,0.225,0.20512820512820512,45.60000000000001,350.9
2023,KC,away,171.0,15.659340659340659,3.275789473684211,1.839514271599423,-6.35157894736842,1.8557292425544807,40.35087719298246,9.941520467836257,0.2909090909090909,0.43636363636363634,0.33448275862068966,0.21818181818181817,0.2641509433962264,-11.6,434.69999999999993
2023,FF,home,236.0,17.851739788199698,-5.687796610169492,2.1957685168826746,13.126271186440679,1.8495463718069138,48.30508474576271,5.932203389830509,0.203125,0.3125,0.25882352941176473,0.171875,0.19047619047619047,10.100000000000009,-639.0
2023,FF,away,207.0,18.956043956043956,-6.91072463768116,2.160551654771005,15.3368115942029,1.7995391746305414,42.51207729468599,5.797101449275362,0.30952380952380953,0.6428571428571429,0.4124999999999999,0.47619047619047616,0.225,-28.999999999999993,440.59999999999997
2023,FC,home,282.0,21.331316187594553,1.5897872340425532,1.634868487788281,4.728085106382978,1.6824037687575786,51.06382978723404,9.574468085106384,0.2692307692307692,0.6346153846153846,0.4203389830508475,0.5192307692307693,0.19148936170212766,4.600000000000006,812.2000000000002
2023,FC,away,286.0,26.19047619047619,1.3082517482517482,1.7866771332576308,4.910349650349651,2.0769672264558743,44.05594405594405,9.090909090909092,0.2318840579710145,0.4927536231884058,0.30389610389610394,0.4057971014492754,0.17647058823529413,5.299999999999998,-315.7000000000001
2023,CH,home,160.0,12.10287443267776,-10.20675,2.1623570734750417,7.73625,2.0390418115953293,40.0,5.625,0.46875,0.8125,0.5499999999999999,0.53125,0.43333333333333335,-32.300000000000004,604.5
2023,CH,away,139.0,12.728937728937728,-12.59482014388489,2.162938605103334,8.516546762589927,2.7439967972871346,36.69064748201439,6.474820143884892,0.42105263157894735,0.5789473684210527,0.45487804878048776,0.23684210526315788,0.40540540540540543,-26.900000000000002,324.6
2023,CU,home,,,,,,,,,,,,,,,
2023,CU,away,,,,,,,,,,,,,,,
2023,ST,home,,,,,,,,,,,,,,,
2023,ST,away,,,,,,,,,,,,,,,
2024,SI,home,222.0,26.36579572446556,-12.44216216216216,1.5574276305058854,7.2751351351351365,1.9108145972581376,49.549549549549546,4.054054054054054,0.3018867924528302,0.6037735849056604,0.4169491525423729,0.4339622641509434,0.24489795918367346,-41.50000000000001,256.29999999999995
2024,SI,away,248.0,26.7529665587918,-15.270483870967741,1.6741075838093413,7.5764516129032256,2.293490945763027,45.16129032258065,2.8225806451612905,0.31645569620253167,0.5569620253164557,0.4022727272727273,0.35443037974683544,0.2702702702702703,-44.10000000000001,357.69999999999993
2024,KC,home,161.0,19.121140142517813,0.582111801242236,1.2908516616646393,-4.447453416149068,1.4969182006305093,45.3416149068323,20.496894409937887,0.1590909090909091,0.29545454545454547,0.21847826086956523,0.22727272727272727,0.13953488372093023,43.9,-144.20000000000002
2024,KC,away,172.0,18.554476806903992,2.318372093023256,1.8901498195299964,-6.210000000000001,1.7778105991122308,42.44186046511628,20.348837209302324,0.22641509433962265,0.2641509433962264,0.24285714285714288,0.07547169811320754,0.22641509433962265,43.49999999999999,-49.499999999999964
2024,FF,home,175.0,20.783847980997624,-6.8434285714285705,1.6280860049176968,12.63634285714286,1.4843444689367271,42.285714285714285,2.857142857142857,0.28,0.38,0.3222222222222222,0.16,0.2653061224489796,-29.700000000000003,-11.999999999999966
2024,FF,away,185.0,19.956850053937433,-8.329945945945946,2.132560335375954,15.86724324324324,1.6743647303660494,47.027027027027025,3.2432432432432434,0.41025641025641024,0.8205128205128205,0.5317073170731706,0.5897435897435898,0.34285714285714286,-54.0,484.3
2024,FC,home,201.0,23.871733966745843,0.12597014925373137,1.952417009530617,5.95820895522388,1.8222548603637754,50.74626865671642,6.467661691542289,0.2826086956521739,0.4782608695652174,0.3372549019607843,0.32608695652173914,0.2608695652173913,-0.2999999999999975,46.10000000000001
2024,FC,away,199.0,21.467098166127293,-0.3274371859296482,2.0857149937553503,6.054271356783921,1.931279302476838,48.743718592964825,8.040201005025125,0.35555555555555557,0.6666666666666666,0.434375,0.4444444444444444,0.3023255813953488,-29.39999999999999,464.99999999999994
2024,CH,home,83.0,9.85748218527316,-10.250602409638553,1.9135979070197113,4.5932530120481925,2.515837206545443,34.93975903614458,4.819277108433735,0.4,0.8,0.5304347826086956,0.6,0.3333333333333333,-44.300000000000004,440.8
2024,CH,away,123.0,13.268608414239482,-13.332682926829268,2.7157165745700786,6.512195121951222,3.4346647858449812,36.58536585365854,9.75609756097561,0.28,0.44,0.2980769230769231,0.24,0.25,3.9000000000000026,-89.30000000000003
2024,CU,home,,,,,,,,,,,,,,,
2024,CU,away,,,,,,,,,,,,,,,
2024,ST,home,,,,,,,,,,,,,,,
2024,ST,away,,,,,,,,,,,,,,,
2025,SI,home,72.0,18.75,-12.411666666666667,1.460672235746846,6.921666666666667,1.9835769369471739,37.5,5.555555555555555,0.43478260869565216,0.5217391304347826,0.4538461538461539,0.17391304347826086,0.43478260869565216,-20.900000000000002,159.60000000000002
2025,SI,away,78.0,18.75,-15.452307692307695,1.867855860200544,9.14923076923077,2.2427596458762205,42.30769230769231,2.5641025641025643,0.43478260869565216,0.6521739130434783,0.46799999999999997,0.34782608695652173,0.4090909090909091,-50.499999999999986,69.19999999999999
2025,KC,home,78.0,20.3125,2.0615384615384618,2.1269104945315056,-5.16,2.1096291297133405,48.717948717948715,21.794871794871796,0.35294117647058826,0.47058823529411764,0.35789473684210527,0.23529411764705882,0.35294117647058826,-7.700000000000004,112.3
2025,KC,away,79.0,18.990384615384617,3.473924050632912,1.7968072950921037,-8.465316455696199,2.1291642970189257,40.50632911392405,16.455696202531644,0.2,0.2,0.21851851851851853,0.0,0.2,13.499999999999998,-115.39999999999999
2025,FF,home,85.0,22.135416666666668,-6.7976470588235305,1.4694262299884777,13.401882352941177,1.1928661902741478,54.11764705882353,7.0588235294117645,0.6666666666666666,0.8571428571428571,0.65,0.3333333333333333,0.6363636363636364,-68.39999999999999,622.0999999999999
2025,FF,away,80.0,19.23076923076923,-7.7505,1.7037768172615726,16.5,1.8769865425763332,60.0,6.25,0.25,0.5,0.3333333333333333,0.4,0.21052631578947367,-21.5,-166.79999999999998
2025,FC,home,41.0,10.677083333333334,-0.2751219512195122,1.863720904469362,6.175609756097561,1.8305600902189578,51.21951219512195,9.75609756097561,0.2,0.5,0.29,0.4,0.1111111111111111,-3.5000000000000004,-56.600000000000016
2025,FC,away,64.0,15.384615384615385,-0.751875,2.722372258579953,6.759375,1.518202649752096,46.875,7.8125,0.3076923076923077,0.3076923076923077,0.27692307692307694,0.0,0.3076923076923077,11.099999999999998,-141.6
2025,CH,home,38.0,9.895833333333334,-11.447368421052628,2.011380706650018,5.3715789473684215,2.0059351479853946,34.21052631578947,5.2631578947368425,0.2,0.6,0.4166666666666667,0.6,0.2,3.4000000000000004,28.50000000000002
2025,CH,away,35.0,8.413461538461538,-12.665142857142856,3.124387348348634,7.710857142857143,2.93871657804056,28.571428571428573,5.714285714285714,0.4444444444444444,0.6666666666666666,0.47777777777777775,0.4444444444444444,0.4444444444444444,-14.299999999999995,146.60000000000002
2025,CU,home,,,,,,,,,,,,,,,
2025,CU,away,,,,,,,,,,,,,,,
2025,ST,home,70.0,18.229166666666668,7.378285714285714,2.3088556494371595,-3.3308571428571434,2.683704309322429,52.857142857142854,15.714285714285714,0.3,0.45,0.36818181818181817,0.2,0.2631578947368421,-23.599999999999998,148.40000000000003
2025,ST,away,80.0,19.23076923076923,9.7155,2.5611073060126537,-2.3939999999999997,2.360863176194008,52.5,21.25,0.14814814814814814,0.14814814814814814,0.1793103448275862,0.0,0.14814814814814814,42.6,-210.89999999999995
